# Columns: s_perp_min(1) s_perp_max(2) pi_min(3) pi_max(4) xi(5)
1 6 0 1 8.813601203
6 11 0 1 1.781086336
11 16 0 1 0.7597204967
16 21 0 1 0.3836285047
21 26 0 1 0.1283430816
26 31 0 1 0.1014982729
31 36 0 1 0.06982887378
36 41 0 1 0.0001513405425
41 46 0 1 -0.01975907896
46 51 0 1 -0.03224289337
51 56 0 1 -0.03143664095
56 61 0 1 -0.07961659473
61 66 0 1 -0.05729106952
66 71 0 1 -0.05916244854
71 76 0 1 -0.05957123272
76 81 0 1 -0.06100608775
81 86 0 1 -0.06554777832
86 91 0 1 -0.03833915812
91 96 0 1 -0.08150916914
96 101 0 1 -0.08305058776
1 6 1 2 5.487293527
6 11 1 2 2.18671886
11 16 1 2 0.9069989246
16 21 1 2 0.5933736458
21 26 1 2 0.3294374687
26 31 1 2 0.1998213777
31 36 1 2 0.1465808323
36 41 1 2 0.1476490475
41 46 1 2 0.1080603483
46 51 1 2 0.1102054839
51 56 1 2 0.1116973548
56 61 1 2 0.06867033995
61 66 1 2 0.08438514414
66 71 1 2 0.09320889205
71 76 1 2 0.06792288132
76 81 1 2 0.07359106393
81 86 1 2 0.08439034032
86 91 1 2 0.07819983562
91 96 1 2 0.07455143341
96 101 1 2 0.03947074024
1 6 2 3 4.61196828
6 11 2 3 2.070789273
11 16 2 3 0.777347042
16 21 2 3 0.5305355654
21 26 2 3 0.2484097849
26 31 2 3 0.1685365628
31 36 2 3 0.08443503079
36 41 2 3 0.0865011768
41 46 2 3 0.06380380533
46 51 2 3 0.02793050254
51 56 2 3 0.02673903484
56 61 2 3 0.01162115872
61 66 2 3 0.0138600646
66 71 2 3 0.01004549415
71 76 2 3 0.02079905183
76 81 2 3 0.0006513021601
81 86 2 3 0.009785804666
86 91 2 3 0.00191567284
91 96 2 3 0.009167323484
96 101 2 3 -0.01184900759
1 6 3 4 4.250871541
6 11 3 4 1.877728602
11 16 3 4 0.9069433869
16 21 3 4 0.4775650112
21 26 3 4 0.3132669493
26 31 3 4 0.2034887208
31 36 3 4 0.08100884294
36 41 3 4 0.1049231209
41 46 3 4 0.05457184709
46 51 3 4 0.06024157618
51 56 3 4 0.04800321921
56 61 3 4 0.02564672508
61 66 3 4 0.02179735064
66 71 3 4 0.02191403761
71 76 3 4 0.02910265737
76 81 3 4 0.01657706647
81 86 3 4 0.02203726768
86 91 3 4 0.02172560035
91 96 3 4 0.008485371323
96 101 3 4 0.02066791471
1 6 4 5 3.5120627
6 11 4 5 1.689674995
11 16 4 5 0.8459931826
16 21 4 5 0.4601213303
21 26 4 5 0.3031721905
26 31 4 5 0.1935132099
31 36 4 5 0.1135575992
36 41 4 5 0.0978145908
41 46 4 5 0.05732510688
46 51 4 5 0.04446332575
51 56 4 5 0.05644757381
56 61 4 5 0.03576889963
61 66 4 5 0.02238423967
66 71 4 5 0.02801247661
71 76 4 5 0.01876704672
76 81 4 5 0.0422604435
81 86 4 5 0.02893267258
86 91 4 5 0.01461030734
91 96 4 5 0.01508414342
96 101 4 5 0.02829309781
1 6 5 6 2.782044114
6 11 5 6 1.389959925
11 16 5 6 0.7353087899
16 21 5 6 0.4038232045
21 26 5 6 0.2690905546
26 31 5 6 0.1697144169
31 36 5 6 0.09879611787
36 41 5 6 0.04328846897
41 46 5 6 0.04183228409
46 51 5 6 0.001428577599
51 56 5 6 0.01016457603
56 61 5 6 0.007498043512
61 66 5 6 -0.01121874802
66 71 5 6 0.0125340315
71 76 5 6 -0.02044364263
76 81 5 6 -0.01713041716
81 86 5 6 0.0214453404
86 91 5 6 0.004313856179
91 96 5 6 -0.01416083852
96 101 5 6 0.001855100245
1 6 6 7 2.543008672
6 11 6 7 1.386787256
11 16 6 7 0.788006318
16 21 6 7 0.4381655127
21 26 6 7 0.2765630801
26 31 6 7 0.1412634754
31 36 6 7 0.1508458897
36 41 6 7 0.08228453064
41 46 6 7 0.08284873973
46 51 6 7 0.04925375832
51 56 6 7 0.04053474534
56 61 6 7 0.01830579132
61 66 6 7 0.03443744013
66 71 6 7 0.04332409204
71 76 6 7 0.01854142859
76 81 6 7 0.03655703318
81 86 6 7 0.03147320625
86 91 6 7 0.04310306496
91 96 6 7 0.01190724565
96 101 6 7 0.01260180447
1 6 7 8 1.864822482
6 11 7 8 1.226600132
11 16 7 8 0.6964951883
16 21 7 8 0.3700409569
21 26 7 8 0.2731273627
26 31 7 8 0.1568771095
31 36 7 8 0.1439391602
36 41 7 8 0.06876905801
41 46 7 8 0.07185348547
46 51 7 8 0.04255363959
51 56 7 8 0.01680926808
56 61 7 8 0.009365936066
61 66 7 8 0.02258779283
66 71 7 8 0.008490817409
71 76 7 8 0.008485353258
76 81 7 8 0.01811485218
81 86 7 8 0.01147646869
86 91 7 8 0.004675672365
91 96 7 8 0.003539885843
96 101 7 8 -0.02797273838
1 6 8 9 1.86399522
6 11 8 9 1.146721071
11 16 8 9 0.5091504747
16 21 8 9 0.3836165875
21 26 8 9 0.2158135063
26 31 8 9 0.123725407
31 36 8 9 0.09882034532
36 41 8 9 0.1055401238
41 46 8 9 0.07012875771
46 51 8 9 0.05966624651
51 56 8 9 0.03928339567
56 61 8 9 0.01145686413
61 66 8 9 0.03158876163
66 71 8 9 0.002207060743
71 76 8 9 0.01888275228
76 81 8 9 0.009968388687
81 86 8 9 0.009979193903
86 91 8 9 0.01278741911
91 96 8 9 0.009373441779
96 101 8 9 -0.005525122251
1 6 9 10 1.437900656
6 11 9 10 1.094729588
11 16 9 10 0.5881297987
16 21 9 10 0.3737953353
21 26 9 10 0.2327730029
26 31 9 10 0.1457521422
31 36 9 10 0.1238887909
36 41 9 10 0.08477031662
41 46 9 10 0.08121179342
46 51 9 10 0.04599310854
51 56 9 10 0.04327449429
56 61 9 10 0.02323528266
61 66 9 10 0.0394224343
66 71 9 10 0.01639090519
71 76 9 10 0.03418665624
76 81 9 10 0.004945159362
81 86 9 10 0.01986547563
86 91 9 10 0.002875465034
91 96 9 10 0.01237212073
96 101 9 10 0.007058629454
1 6 10 11 1.282515782
6 11 10 11 0.8899574724
11 16 10 11 0.5259616498
16 21 10 11 0.3732277244
21 26 10 11 0.2167998221
26 31 10 11 0.1543055005
31 36 10 11 0.09356672731
36 41 10 11 0.05535198256
41 46 10 11 0.04775611221
46 51 10 11 0.05360347373
51 56 10 11 0.02365207607
56 61 10 11 0.02396966361
61 66 10 11 0.02569517455
66 71 10 11 0.009761235846
71 76 10 11 0.01309892405
76 81 10 11 -0.004934541304
81 86 10 11 0.00970859479
86 91 10 11 -0.008469687791
91 96 10 11 0.01049423309
96 101 10 11 -0.02044481603
1 6 11 12 1.123378606
6 11 11 12 0.8567328176
11 16 11 12 0.5194696176
16 21 11 12 0.3186827116
21 26 11 12 0.1986712837
26 31 11 12 0.1950885678
31 36 11 12 0.1020483582
36 41 11 12 0.1107016818
41 46 11 12 0.059939886
46 51 11 12 0.03490693419
51 56 11 12 0.04603428593
56 61 11 12 0.01186714862
61 66 11 12 0.02664356093
66 71 11 12 0.03948220426
71 76 11 12 0.02014602475
76 81 11 12 0.03225798979
81 86 11 12 0.02126040573
86 91 11 12 0.01279103416
91 96 11 12 0.01824732481
96 101 11 12 0.04399045944
1 6 12 13 0.7680570616
6 11 12 13 0.7485561986
11 16 12 13 0.5249137601
16 21 12 13 0.3560945472
21 26 12 13 0.200773425
26 31 12 13 0.1721411815
